,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture)
2870,391.67,0.0,0.0,143.22,8.86,934.62,749.27
2871,327.23,0.0,120.59,234.65,0.0,904.25,827.86
2872,263.59,0.0,96.03,211.68,0.0,1004.77,690.93
2873,242.92,172.42,0.0,195.19,0.0,994.73,756.15
2874,447.94,0.0,0.0,282.17,0.0,852.42,688.05
2875,382.98,0.0,0.0,182.65,0.0,1053.01,870.24
2876,244.45,118.64,0.0,128.32,6.03,1159.62,821.82
2877,388.99,0.0,0.0,163.62,0.0,1003.62,918.53
2878,441.84,0.0,0.0,274.85,0.0,962.73,646.58
2879,222.13,150.01,0.0,135.9,8.14,988.02,868.09
2880,322.84,0.0,0.0,102.92,6.52,1025.09,1014.9
2881,201.43,111.64,0.0,157.86,0.0,963.89,876.37
2882,448.0,0.0,0.0,277.62,0.0,833.28,760.84
2883,254.61,0.0,67.41,109.29,7.81,1109.71,768.85
2884,318.83,0.0,79.79,158.89,6.31,923.0,798.11
2885,242.02,198.32,0.0,138.8,9.8,931.32,838.89
2886,251.73,185.18,0.0,162.45,7.54,904.76,814.49
2887,380.08,0.0,0.0,180.9,0.0,834.23,829.09
2888,440.0,0.0,0.0,248.9,0.0,855.51,716.06
2889,397.02,0.0,0.0,141.59,5.44,995.11,675.1
2890,377.05,0.0,0.0,186.45,0.0,961.66,694.4
2891,184.55,117.82,0.0,152.98,0.0,960.49,859.58
2892,196.06,169.03,0.0,219.91,0.0,1044.03,712.99
2893,310.43,0.0,96.26,231.89,0.0,955.47,879.08
2894,437.92,0.0,0.0,247.61,0.0,909.02,836.58
2895,384.03,0.0,0.0,211.91,0.0,1079.77,763.15
2896,320.39,0.0,87.11,205.53,0.0,1062.72,727.57
2897,409.45,0.0,0.0,148.65,7.37,1006.27,758.52
2898,277.3,119.16,0.0,211.26,0.0,858.26,746.03
2899,441.21,0.0,0.0,157.59,9.65,1094.1,751.5
2900,316.78,0.0,128.85,294.27,0.0,793.23,784.08
2901,429.89,0.0,0.0,238.87,0.0,943.88,667.44
2902,222.71,203.1,0.0,174.1,0.0,978.25,816.94
2903,244.45,0.0,89.21,138.92,0.0,888.44,854.34
2904,363.38,0.0,0.0,129.54,5.78,960.13,827.31
2905,316.85,0.0,91.31,164.8,0.0,1005.08,684.91
2906,221.66,175.44,0.0,166.97,0.0,913.71,778.19
2907,445.92,0.0,0.0,273.2,0.0,909.07,633.42
2908,401.84,0.0,0.0,265.96,0.0,971.12,721.14
2909,427.27,0.0,0.0,241.74,0.0,810.27,735.67
2910,278.96,127.31,0.0,214.53,0.0,945.19,908.29
2911,199.37,180.35,0.0,264.09,0.0,891.32,685.09
2912,324.34,0.0,109.19,175.28,0.0,1012.46,757.51
2913,424.21,0.0,0.0,216.14,0.0,820.64,792.09
2914,227.82,220.95,0.0,187.72,0.0,885.32,818.94
2915,436.83,0.0,0.0,153.67,7.7,989.5,705.29
2916,237.7,205.13,0.0,199.91,0.0,1026.4,817.46
2917,253.96,135.85,0.0,140.85,6.99,946.89,861.86
2918,270.64,147.23,0.0,132.37,6.34,1021.08,767.94
2919,449.63,0.0,0.0,204.01,0.0,933.41,731.01
2920,418.09,0.0,0.0,218.97,0.0,983.3,810.85
2921,421.63,0.0,0.0,260.83,0.0,946.71,797.82
2922,354.4,0.0,0.0,230.18,0.0,964.21,896.05
2923,213.02,151.76,0.0,143.77,8.57,1193.12,796.04
2924,209.3,152.31,0.0,138.68,5.68,1045.99,700.8
2925,295.8,0.0,83.6,221.76,0.0,980.1,891.14
2926,335.73,0.0,93.04,300.12,0.0,950.13,659.02
2927,443.33,0.0,0.0,133.75,7.72,1001.02,851.36
2928,394.87,0.0,0.0,274.01,0.0,926.69,747.02
2929,378.44,0.0,0.0,186.25,0.0,1004.32,743.0
2930,236.13,0.0,65.06,112.88,7.02,1073.77,991.81
2931,268.36,149.3,0.0,210.16,0.0,989.73,802.65
2932,235.56,164.74,0.0,178.86,0.0,944.42,724.14
2933,398.06,0.0,0.0,167.14,0.0,1032.57,886.27
2934,226.4,101.37,0.0,190.64,0.0,1174.77,790.32
2935,303.68,0.0,0.0,171.62,0.0,983.73,840.45
2936,396.22,0.0,0.0,192.65,0.0,840.59,836.32
2937,386.69,0.0,0.0,126.84,5.53,1107.67,779.73
2938,433.12,0.0,0.0,151.86,6.71,882.47,813.56
2939,384.42,0.0,0.0,246.49,0.0,907.13,719.71
2940,402.91,0.0,0.0,198.12,0.0,934.68,842.74
2941,274.93,143.61,0.0,250.92,0.0,842.59,688.4
2942,366.55,0.0,0.0,183.63,0.0,858.24,853.82
2943,302.81,0.0,0.0,99.27,5.01,917.95,910.86
2944,231.46,100.34,0.0,202.49,0.0,1118.92,771.34
2945,399.19,0.0,0.0,211.12,0.0,934.24,795.7
2946,328.87,0.0,85.22,264.82,0.0,836.89,834.02
2947,441.69,0.0,0.0,261.95,0.0,1051.85,735.81
2948,302.23,0.0,0.0,136.52,0.0,898.25,877.86
2949,284.71,150.57,0.0,217.96,0.0,901.14,829.88
2950,324.81,0.0,109.32,206.37,0.0,920.56,826.22
2951,264.69,161.81,0.0,204.91,0.0,860.54,765.98
2952,399.75,0.0,0.0,250.92,0.0,880.68,716.73
2953,437.09,0.0,0.0,211.72,0.0,851.22,740.69
2954,430.72,0.0,0.0,215.93,0.0,911.41,886.61
2955,242.16,0.0,77.1,150.98,0.0,998.93,832.31
2956,446.72,0.0,0.0,253.87,0.0,1010.34,707.42
2957,418.07,0.0,0.0,248.04,0.0,1047.15,698.43
2958,274.35,0.0,106.13,227.22,0.0,833.76,769.29
2959,300.69,0.0,0.0,199.57,0.0,1012.21,920.36
2960,433.0,0.0,0.0,135.51,5.83,899.91,748.49
2961,296.57,148.23,0.0,242.24,0.0,879.47,720.93
2962,318.82,0.0,87.38,167.55,0.0,906.21,882.7
2963,253.87,0.0,88.47,112.43,5.53,1007.11,820.7
2964,273.1,152.35,0.0,221.7,0.0,1060.91,780.9
2965,374.67,0.0,0.0,123.06,7.23,999.41,752.6
2966,188.46,162.71,0.0,151.14,0.0,1057.05,751.4
2967,239.55,170.43,0.0,263.97,0.0,941.46,881.25
2968,250.41,187.31,0.0,213.5,0.0,958.91,846.25
2969,353.51,0.0,0.0,119.29,9.15,964.92,816.03
2970,176.9,151.77,0.0,120.31,6.48,1016.92,903.21
2971,415.74,0.0,0.0,189.9,0.0,1004.35,850.99
2972,374.89,0.0,0.0,132.44,8.91,1018.09,683.27
2973,288.65,0.0,117.93,216.38,0.0,906.71,715.24
2974,434.75,0.0,0.0,291.86,0.0,923.54,651.36
2975,410.0,0.0,0.0,218.57,0.0,997.92,699.79
2976,350.54,0.0,0.0,107.59,9.74,1019.88,743.49
2977,414.36,0.0,0.0,271.76,0.0,828.84,711.8
2978,373.23,0.0,0.0,258.87,0.0,960.65,888.34
2979,313.4,0.0,102.45,162.24,8.53,951.76,825.46
2980,219.16,0.0,84.88,175.99,0.0,1118.32,746.31
2981,347.89,0.0,0.0,178.38,0.0,1068.88,753.28
2982,434.91,0.0,0.0,189.02,0.0,870.56,806.73
2983,258.64,0.0,103.49,117.02,9.18,983.06,748.14
2984,243.25,134.88,0.0,127.74,9.32,1026.61,837.28
2985,352.03,0.0,0.0,155.89,0.0,1014.17,914.73
2986,363.2,0.0,0.0,114.5,9.34,901.5,897.75
2987,270.14,0.0,82.38,165.75,0.0,983.56,793.94
2988,278.27,0.0,111.42,124.85,9.85,1092.21,741.22
2989,243.08,184.84,0.0,297.7,0.0,879.83,601.39
2990,419.8,0.0,0.0,192.27,0.0,917.5,799.46
2991,421.96,0.0,0.0,135.06,9.72,1072.17,777.64
2992,254.44,0.0,104.74,191.4,0.0,1120.42,773.04
2993,241.79,164.82,0.0,155.87,5.62,934.62,889.74
2994,286.42,135.48,0.0,292.71,0.0,929.85,747.63
2995,315.56,0.0,102.51,288.89,0.0,1030.69,696.99
2996,434.62,0.0,0.0,292.8,0.0,931.75,824.6
2997,282.14,134.55,0.0,244.18,0.0,993.26,747.41
2998,294.97,139.67,0.0,269.55,0.0,960.05,646.41
2999,401.47,0.0,0.0,219.35,0.0,1049.1,728.73
3000,247.54,0.0,63.07,179.39,0.0,998.36,846.38
3001,220.71,111.94,0.0,227.47,0.0,979.18,950.09
3002,232.7,102.37,0.0,133.71,5.04,953.51,835.31
3003,398.97,0.0,0.0,149.59,9.71,962.62,785.0
3004,319.55,0.0,90.03,213.1,0.0,998.78,816.39
3005,245.36,0.0,62.37,168.87,0.0,1105.94,838.82
3006,240.2,110.79,0.0,199.47,0.0,962.5,712.86
3007,420.61,0.0,0.0,259.39,0.0,979.55,780.74
3008,198.88,184.68,0.0,185.01,0.0,865.55,854.12
3009,386.68,0.0,0.0,209.86,0.0,956.72,923.28
3010,352.55,0.0,0.0,193.51,0.0,995.82,923.53
3011,405.96,0.0,0.0,199.23,0.0,1071.97,777.88
3012,276.38,0.0,86.14,125.12,9.3,1000.51,818.2
3013,267.09,167.86,0.0,136.2,5.33,1005.51,841.41
3014,397.45,0.0,0.0,201.98,0.0,883.23,874.4
3015,411.01,0.0,0.0,160.7,5.73,960.23,856.8
3016,312.42,0.0,117.53,261.05,0.0,908.54,655.24
3017,348.05,0.0,98.5,198.57,0.0,979.93,746.47
3018,239.77,0.0,75.6,158.46,0.0,1030.76,779.18
3019,411.1,0.0,0.0,137.51,8.71,885.75,780.47
3020,373.96,0.0,0.0,121.5,9.11,1023.16,973.18
3021,402.87,0.0,0.0,209.89,0.0,990.42,873.11
3022,228.81,183.9,0.0,282.01,0.0,860.03,662.19
3023,274.55,125.52,0.0,254.93,0.0,947.73,786.29
3024,395.23,0.0,0.0,255.0,0.0,1047.0,754.65
3025,312.98,0.0,117.7,271.94,0.0,803.52,757.72
3026,213.33,191.58,0.0,279.67,0.0,853.5,807.22
3027,354.69,0.0,0.0,212.02,0.0,1097.5,785.45
3028,272.68,0.0,95.0,134.42,9.04,1059.33,726.28
3029,204.78,189.72,0.0,225.45,0.0,934.26,696.55
3030,414.11,0.0,0.0,136.57,8.73,1088.34,772.74
3031,344.22,0.0,88.52,224.11,0.0,1026.94,740.42
3032,408.41,0.0,0.0,193.57,0.0,942.7,785.8
3033,246.88,122.4,0.0,170.42,0.0,1009.04,700.99
3034,289.28,145.04,0.0,130.81,6.53,967.91,713.37
3035,305.03,0.0,0.0,119.56,6.68,950.97,926.87
3036,381.44,0.0,0.0,141.57,6.24,1079.64,726.23
3037,308.99,0.0,100.32,256.54,0.0,915.36,691.56
3038,435.34,0.0,0.0,278.85,0.0,913.08,750.87
3039,269.52,150.56,0.0,256.27,0.0,905.4,883.21
3040,312.17,0.0,132.21,211.96,0.0,938.46,867.2
3041,403.14,0.0,0.0,224.03,0.0,900.85,859.63
3042,292.76,0.0,119.8,232.52,0.0,1068.46,762.7
3043,261.05,165.57,0.0,292.39,0.0,884.37,610.4
3044,268.2,158.35,0.0,142.98,9.97,919.34,895.48
3045,273.68,161.04,0.0,193.67,0.0,1082.21,743.7
3046,409.82,0.0,0.0,151.4,7.1,964.93,726.94
3047,312.61,0.0,100.21,144.11,6.27,1032.12,894.7
3048,319.97,0.0,95.43,202.39,0.0,896.61,867.32
3049,198.45,148.05,0.0,142.93,0.0,1024.11,923.66
3050,426.02,0.0,0.0,147.97,9.27,1017.2,819.5
3051,270.56,174.28,0.0,194.11,0.0,884.35,806.2
3052,294.96,0.0,109.89,209.58,0.0,933.13,914.63
3053,399.49,0.0,0.0,206.22,0.0,890.16,729.67
3054,377.33,0.0,0.0,239.28,0.0,940.2,776.86
3055,273.76,134.82,0.0,203.41,0.0,933.4,867.73
3056,352.97,0.0,0.0,228.57,0.0,975.92,828.31
3057,268.44,0.0,85.5,114.72,6.45,1048.75,763.47
3058,205.39,184.39,0.0,262.53,0.0,1051.58,736.87
3059,438.39,0.0,0.0,233.08,0.0,990.6,730.01
3060,299.53,0.0,100.74,179.28,0.0,971.86,805.15
3061,204.77,184.92,0.0,230.24,0.0,912.66,734.25
3062,416.97,0.0,0.0,267.84,0.0,894.74,727.06
3063,432.94,0.0,0.0,174.18,0.0,935.94,692.84
3064,433.54,0.0,0.0,155.39,6.08,981.39,682.59
3065,297.42,0.0,82.16,139.76,7.41,904.85,776.65
3066,240.4,164.33,0.0,206.84,0.0,921.06,771.61
3067,417.09,0.0,0.0,206.99,0.0,854.84,804.84
3068,374.69,0.0,0.0,113.87,8.67,1042.62,739.16
3069,226.74,129.17,0.0,213.94,0.0,1028.56,781.71
3070,378.72,0.0,0.0,245.92,0.0,910.91,719.18
3071,390.86,0.0,0.0,152.72,8.87,1033.57,776.01
3072,439.02,0.0,0.0,131.76,6.58,952.36,841.16
3073,227.37,0.0,97.41,167.89,0.0,1097.98,733.83
3074,333.36,0.0,0.0,192.5,0.0,924.41,818.16
3075,316.86,0.0,121.68,306.08,0.0,839.18,834.96
3076,215.31,145.95,0.0,243.27,0.0,1003.72,767.05
3077,266.94,0.0,96.97,152.03,0.0,994.33,970.63
3078,384.69,0.0,0.0,230.32,0.0,945.67,687.28
3079,207.98,179.57,0.0,125.02,7.91,1123.76,797.03
3080,283.09,0.0,76.54,169.38,0.0,1119.25,796.54
3081,179.9,169.73,0.0,148.65,0.0,1123.81,758.23
3082,350.3,0.0,0.0,142.09,0.0,1126.9,837.35
3083,274.48,0.0,84.55,136.43,8.73,946.51,804.57
3084,401.83,0.0,0.0,133.97,5.53,1082.5,878.55
3085,182.07,142.24,0.0,108.27,6.49,1033.11,971.95
3086,339.24,0.0,0.0,129.67,6.79,1020.23,977.35
3087,269.84,0.0,102.7,127.96,5.83,906.84,844.62
3088,215.73,155.66,0.0,146.21,9.65,975.09,766.03
3089,425.86,0.0,0.0,274.58,0.0,867.1,678.27
3090,279.34,143.96,0.0,230.23,0.0,893.64,781.84
3091,398.25,0.0,0.0,150.97,7.07,1005.46,788.5
3092,312.82,0.0,0.0,205.63,0.0,1067.6,727.15
3093,310.77,0.0,0.0,144.78,0.0,1036.73,967.91
3094,236.47,153.81,0.0,267.04,0.0,906.89,685.98
3095,253.63,182.47,0.0,296.67,0.0,882.52,830.99
3096,331.0,0.0,97.58,209.65,0.0,1070.99,738.25
3097,400.21,0.0,0.0,195.1,0.0,975.73,760.95
3098,383.3,0.0,0.0,218.64,0.0,962.28,685.3
3099,232.56,211.72,0.0,217.61,0.0,874.33,776.39
3100,211.99,144.6,0.0,232.62,0.0,835.91,829.99
3101,326.77,0.0,0.0,166.48,0.0,938.06,895.59
3102,288.45,0.0,120.33,249.35,0.0,881.51,757.44
3103,414.45,0.0,0.0,209.42,0.0,922.98,915.98
3104,246.41,166.82,0.0,125.47,5.11,914.45,796.45
3105,415.67,0.0,0.0,247.52,0.0,987.05,797.63
3106,397.54,0.0,0.0,212.46,0.0,895.19,729.75
3107,273.69,129.15,0.0,223.29,0.0,952.61,714.78
3108,428.51,0.0,0.0,131.54,6.8,1056.17,797.98
3109,370.41,0.0,0.0,112.25,8.34,991.59,957.54
3110,399.73,0.0,0.0,235.98,0.0,938.47,640.13
3111,348.23,0.0,89.76,298.96,0.0,846.43,806.69
3112,238.9,193.08,0.0,245.83,0.0,826.71,807.37
3113,258.91,181.25,0.0,220.57,0.0,926.6,810.09
3114,282.83,134.75,0.0,159.26,8.16,1135.73,765.67
3115,314.27,0.0,123.8,263.57,0.0,1003.89,692.15
3116,343.63,0.0,93.21,275.21,0.0,921.7,728.89
3117,334.54,0.0,0.0,108.27,7.82,971.75,928.6
3118,246.57,0.0,99.38,157.75,0.0,1040.88,709.19
3119,353.53,0.0,0.0,166.14,0.0,1108.51,799.74
3120,446.18,0.0,0.0,194.83,0.0,1021.42,693.87
3121,198.11,149.96,0.0,232.72,0.0,1006.96,694.48
3122,405.1,0.0,0.0,265.7,0.0,857.59,808.54
3123,208.04,206.02,0.0,275.53,0.0,901.04,657.26
3124,300.37,0.0,0.0,109.83,9.08,1033.52,865.1
3125,341.04,0.0,0.0,194.87,0.0,951.94,808.39
3126,239.39,115.57,0.0,156.62,0.0,992.19,897.94
3127,346.29,0.0,91.81,153.37,6.44,981.97,755.27
3128,401.66,0.0,0.0,240.32,0.0,950.49,728.49
3129,266.45,139.1,0.0,153.57,6.44,1001.88,719.24
3130,361.86,0.0,0.0,245.74,0.0,952.49,911.6
3131,296.46,0.0,108.98,240.71,0.0,958.08,696.03
3132,440.77,0.0,0.0,264.82,0.0,842.44,797.68
3133,210.6,92.12,0.0,100.86,6.08,1184.91,903.31
3134,361.58,0.0,0.0,136.32,6.59,928.21,883.66
3135,342.06,0.0,0.0,212.1,0.0,996.1,727.24
3136,274.05,163.73,0.0,153.96,9.98,1008.54,724.42
3137,357.44,0.0,0.0,173.03,0.0,920.08,842.75
3138,365.87,0.0,0.0,220.31,0.0,1092.5,753.57
3139,414.67,0.0,0.0,287.67,0.0,800.93,779.17
3140,274.17,0.0,86.7,219.47,0.0,854.54,829.19
3141,390.05,0.0,0.0,156.94,0.0,978.59,850.66
3142,435.55,0.0,0.0,181.56,0.0,1072.32,723.32
3143,393.06,0.0,0.0,247.79,0.0,1026.59,756.33
3144,221.86,148.61,0.0,238.12,0.0,1047.84,714.23
3145,182.11,147.43,0.0,166.34,0.0,1077.01,753.35
3146,355.54,0.0,0.0,179.88,0.0,1082.53,806.57
3147,284.42,0.0,71.22,188.08,0.0,1092.07,846.0
3148,240.84,119.02,0.0,199.38,0.0,1057.43,757.35
3149,286.43,0.0,81.26,156.86,0.0,963.19,715.44
3150,258.73,0.0,85.41,165.21,0.0,928.33,823.74
3151,329.19,0.0,89.62,236.27,0.0,870.38,699.67
3152,435.09,0.0,0.0,249.65,0.0,781.04,776.93
3153,171.45,137.06,0.0,114.26,5.96,1083.94,728.05
3154,328.83,0.0,0.0,162.06,0.0,994.73,729.54
3155,365.99,0.0,0.0,225.74,0.0,930.45,857.12
3156,384.19,0.0,0.0,163.89,0.0,924.88,770.01
3157,392.32,0.0,0.0,262.03,0.0,984.89,749.49
3158,294.91,0.0,83.31,168.31,0.0,1022.7,721.75
3159,400.15,0.0,0.0,187.19,0.0,994.34,684.84
3160,318.07,0.0,119.19,131.24,5.99,841.14,836.47
3161,419.23,0.0,0.0,198.43,0.0,943.69,702.07
3162,388.33,0.0,0.0,137.14,7.59,1081.28,768.6
3163,285.86,123.86,0.0,174.89,0.0,962.73,848.39
3164,182.34,140.92,0.0,139.07,0.0,999.66,966.34
3165,367.05,0.0,0.0,139.58,9.11,878.93,840.85
3166,426.31,0.0,0.0,246.62,0.0,1008.43,735.15
3167,363.93,0.0,0.0,229.81,0.0,1076.99,756.19
3168,197.88,109.86,0.0,182.58,0.0,1140.93,762.28
3169,255.02,0.0,99.84,173.99,0.0,1009.07,846.62
3170,374.55,0.0,0.0,182.54,0.0,903.48,753.75
3171,250.85,194.5,0.0,275.9,0.0,858.12,690.82
3172,283.01,0.0,73.6,182.92,0.0,961.44,790.86
3173,255.72,0.0,68.63,121.76,7.63,953.06,833.39
3174,403.46,0.0,0.0,134.12,7.01,1003.73,883.34
3175,441.59,0.0,0.0,220.6,0.0,939.82,729.83
3176,274.38,131.48,0.0,215.87,0.0,974.77,857.08
3177,403.4,0.0,0.0,210.03,0.0,970.26,884.85
3178,197.39,150.24,0.0,130.0,9.39,1123.98,793.46
3179,367.31,0.0,0.0,144.85,9.27,986.57,775.82
3180,400.78,0.0,0.0,158.86,6.54,973.41,789.33
3181,440.52,0.0,0.0,284.34,0.0,812.55,782.13
3182,230.3,157.57,0.0,190.88,0.0,899.58,889.96
3183,337.86,0.0,109.66,143.26,8.34,833.82,826.17
3184,350.21,0.0,0.0,231.24,0.0,999.92,675.98
3185,305.39,0.0,107.36,273.12,0.0,904.91,696.81
3186,272.75,0.0,84.4,216.31,0.0,1030.44,832.75
3187,179.26,164.52,0.0,172.41,0.0,875.75,857.99
3188,361.48,0.0,0.0,176.41,0.0,1088.33,870.97
3189,248.85,0.0,95.65,150.44,0.0,1091.07,769.27
3190,401.73,0.0,0.0,211.9,0.0,970.75,864.79
3191,389.46,0.0,0.0,184.78,0.0,956.18,901.69
3192,387.1,0.0,0.0,209.34,0.0,958.4,653.65
3193,334.93,0.0,85.22,256.3,0.0,900.16,677.81
3194,286.01,0.0,82.58,195.61,0.0,1034.85,884.58
3195,435.27,0.0,0.0,258.86,0.0,899.99,896.06
3196,211.6,154.43,0.0,238.69,0.0,907.3,830.11
3197,250.81,192.62,0.0,136.03,8.26,947.98,720.18
3198,436.53,0.0,0.0,147.54,5.04,909.59,855.57
3199,293.89,0.0,92.68,143.42,8.64,930.74,820.04
3200,357.04,0.0,0.0,207.77,0.0,996.1,682.31
3201,311.52,0.0,0.0,178.77,0.0,1045.37,937.76
3202,425.7,0.0,0.0,236.55,0.0,938.33,784.09
3203,382.58,0.0,0.0,175.73,0.0,1043.79,800.96
3204,289.54,0.0,77.2,137.49,8.9,1085.98,839.18
3205,401.99,0.0,0.0,231.22,0.0,938.49,873.95
3206,425.31,0.0,0.0,130.93,9.22,974.5,876.54
3207,448.65,0.0,0.0,187.63,0.0,1023.83,807.05
3208,425.73,0.0,0.0,259.64,0.0,806.01,775.28
3209,375.73,0.0,0.0,133.81,9.01,943.15,843.03
3210,366.96,0.0,0.0,135.49,9.41,956.71,838.6
3211,446.53,0.0,0.0,210.38,0.0,979.47,850.13
3212,442.52,0.0,0.0,138.07,7.54,949.02,758.83
3213,434.23,0.0,0.0,155.97,8.96,907.95,873.64
3214,368.24,0.0,0.0,231.18,0.0,970.72,685.65
3215,412.96,0.0,0.0,238.13,0.0,971.8,665.65
3216,269.81,179.8,0.0,289.59,0.0,909.47,705.23
3217,372.87,0.0,0.0,233.51,0.0,1127.38,751.85
3218,198.14,122.98,0.0,180.19,0.0,957.39,806.23
3219,270.4,0.0,103.56,183.18,0.0,942.29,705.33
3220,405.52,0.0,0.0,274.24,0.0,969.42,799.96
3221,404.83,0.0,0.0,217.5,0.0,968.29,823.98
3222,296.15,0.0,85.05,201.0,0.0,1014.0,682.44
3223,191.52,148.22,0.0,167.63,0.0,881.16,877.83
3224,371.11,0.0,0.0,157.06,0.0,912.13,827.58
3225,399.41,0.0,0.0,256.93,0.0,909.36,882.78
3226,417.17,0.0,0.0,284.46,0.0,840.67,820.67
3227,334.07,0.0,87.81,145.83,6.89,1020.61,734.03
3228,435.03,0.0,0.0,204.42,0.0,856.85,803.63
3229,397.42,0.0,0.0,225.48,0.0,955.17,659.72
3230,411.93,0.0,0.0,239.55,0.0,915.3,671.4
3231,313.46,0.0,0.0,161.07,0.0,1003.93,904.87
3232,307.55,0.0,129.9,274.1,0.0,998.18,714.47
3233,272.66,0.0,80.84,220.0,0.0,970.57,902.16
3234,238.57,0.0,88.69,148.86,0.0,1012.7,938.84
3235,267.22,0.0,102.16,198.49,0.0,1021.24,811.29
3236,411.15,0.0,0.0,202.39,0.0,963.77,772.34
3237,357.71,0.0,0.0,248.94,0.0,1005.19,676.82
3238,405.9,0.0,0.0,210.2,0.0,960.94,916.54
3239,243.31,184.63,0.0,240.63,0.0,952.75,782.81
3240,447.03,0.0,0.0,172.5,8.22,892.02,829.95
3241,270.58,137.3,0.0,237.49,0.0,1019.8,706.79
3242,206.52,168.86,0.0,206.55,0.0,963.03,727.94
3243,438.45,0.0,0.0,134.77,5.67,960.41,683.54
3244,332.29,0.0,86.48,289.99,0.0,915.2,670.94
3245,174.11,131.95,0.0,115.45,6.74,1094.08,766.01
3246,289.52,138.77,0.0,199.73,0.0,930.71,807.12
3247,219.29,182.18,0.0,273.55,0.0,831.31,824.04
3248,169.6,146.54,0.0,169.76,0.0,1031.28,966.35
3249,331.06,0.0,96.83,209.47,0.0,986.54,715.52
3250,300.72,0.0,94.98,256.3,0.0,858.15,835.74
3251,295.22,0.0,108.13,262.77,0.0,868.7,740.12
3252,277.0,0.0,81.37,163.72,0.0,923.57,896.37
3253,293.28,0.0,92.14,154.25,0.0,1054.26,729.13
3254,295.44,0.0,84.37,199.87,0.0,1020.17,805.11
3255,301.78,0.0,0.0,199.78,0.0,1015.2,771.87
3256,296.39,0.0,83.49,144.02,6.58,1049.31,823.85
3257,208.39,99.72,0.0,173.69,0.0,1136.2,838.33
3258,280.87,130.26,0.0,152.19,7.36,998.62,905.84
3259,214.13,121.93,0.0,228.64,0.0,971.47,804.84
3260,283.74,161.0,0.0,146.72,7.09,1003.9,754.97
3261,376.99,0.0,0.0,121.62,5.06,930.72,826.23
3262,420.14,0.0,0.0,215.4,0.0,948.75,882.81
3263,304.24,0.0,105.35,278.6,0.0,801.07,712.04
3264,448.58,0.0,0.0,161.1,6.81,963.02,832.74
3265,310.28,0.0,0.0,114.12,8.69,1168.89,871.06
3266,387.0,0.0,0.0,117.53,7.94,1037.42,775.29
3267,325.54,0.0,83.84,160.33,7.28,998.03,696.98
3268,254.43,194.81,0.0,142.53,8.8,964.52,692.5
3269,312.84,0.0,0.0,137.0,0.0,1069.6,746.72
3270,273.56,131.96,0.0,264.32,0.0,851.26,815.78
3271,200.03,166.91,0.0,255.98,0.0,995.04,806.4
3272,293.53,0.0,122.5,216.26,0.0,980.76,767.4
3273,355.32,0.0,0.0,203.79,0.0,906.13,869.04
3274,233.85,0.0,81.41,188.45,0.0,1000.62,969.9
3275,356.05,0.0,93.7,177.85,5.28,879.88,720.37
3276,339.47,0.0,110.15,243.48,0.0,952.12,774.1
3277,279.81,0.0,101.7,170.64,0.0,968.74,748.3
3278,383.32,0.0,0.0,161.19,0.0,1045.55,720.19
3279,345.52,0.0,0.0,188.03,0.0,1004.73,743.27
3280,315.0,0.0,97.14,278.66,0.0,1000.57,683.4
3281,251.81,0.0,72.67,109.92,6.46,1015.32,1014.67
3282,252.25,0.0,90.67,210.42,0.0,909.22,807.32
3283,410.36,0.0,0.0,139.61,8.27,922.15,870.79
3284,390.98,0.0,0.0,149.16,6.06,1002.13,872.04
3285,313.09,0.0,105.4,290.17,0.0,924.8,803.88
3286,426.23,0.0,0.0,196.29,0.0,937.08,762.87
3287,442.76,0.0,0.0,308.24,0.0,874.88,651.66
3288,391.2,0.0,0.0,185.27,0.0,956.78,832.35
3289,446.78,0.0,0.0,223.02,0.0,953.42,691.73
3290,300.36,0.0,77.99,164.52,0.0,907.47,869.19
3291,319.26,0.0,102.87,202.15,0.0,945.27,849.85
3292,392.88,0.0,0.0,252.53,0.0,1086.54,760.14
3293,329.07,0.0,0.0,129.51,5.65,1064.56,731.59
3294,261.59,0.0,111.92,217.52,0.0,1074.26,778.44
3295,427.94,0.0,0.0,154.72,6.42,932.95,762.64
3296,443.64,0.0,0.0,154.93,6.08,1039.09,822.33
3297,426.43,0.0,0.0,176.21,0.0,900.29,783.16
3298,264.82,0.0,97.79,208.66,0.0,930.34,820.62
3299,419.87,0.0,0.0,163.78,6.89,1045.47,858.82
3300,235.08,210.21,0.0,290.89,0.0,919.56,695.71
3301,260.29,0.0,91.2,236.43,0.0,1000.34,713.64
3302,346.74,0.0,91.14,176.41,0.0,954.51,752.08
3303,349.91,0.0,0.0,204.01,0.0,1120.35,752.2
3304,366.67,0.0,0.0,155.33,0.0,1053.36,919.05
3305,307.62,0.0,0.0,114.6,5.95,1171.7,894.89
3306,265.66,136.02,0.0,220.41,0.0,968.7,691.29
3307,433.09,0.0,0.0,284.65,0.0,955.91,790.02
3308,215.83,146.9,0.0,118.09,6.68,1056.86,924.41
3309,438.0,0.0,0.0,257.04,0.0,913.54,864.69
3310,298.65,0.0,95.98,131.28,9.16,1013.33,904.82
